Afrika	Afrique
Kategorija:Minerali molibdena	Catégorie:Molybdène (minéral)
Kategorija:Muzika u Belgiji	Catégorie:Musique belge
Kategorija:Muzika u Bjelorusiji	Catégorie:Musique biélorusse
Kategorija:Minerali samorodnih elemenata	Catégorie:Élément natif
Kategorija:Muzika u Bosni i Hercegovini	Catégorie:Musique bosnienne
Kategorija:Muzika u Španiji	Catégorie:Musique espagnole
Kategorija:Muzika u Sloveniji	Catégorie:Musique slovène
Kategorija:Minerali žive	Catégorie:Mercure (minéral)
Kategorija:Muzika na Islandu	Catégorie:Musique islandaise
Kategorija:Muzika u Irskoj	Catégorie:Musique irlandaise
Kategorija:Muzika u Azerbejdžanu	Catégorie:Musique azérie
Kategorija:Boratni minerali	Catégorie:Borate (minéral)
Kategorija:Muzika u Australiji	Catégorie:Musique australienne
Kategorija:Muzika u Austriji	Catégorie:Musique autrichienne
Kategorija:Muzika u Ukrajini	Catégorie:Musique ukrainienne
Kategorija:Muzika u Iranu	Catégorie:Musique iranienne
Kategorija:Muzika u Kini	Catégorie:Musique chinoise
Kategorija:Muzika u Kanadi	Catégorie:Musique canadienne
Kategorija:Muzika na Kipru	Catégorie:Musique chypriote
Kategorija:Muzika u Turskoj	Catégorie:Musique turque
Kategorija:Muzika u Portugalu	Catégorie:Musique portugaise
Kategorija:Muzika u Francuskoj	Catégorie:Musique française
Kategorija:Irska kuhinja	Catégorie:Gastronomie irlandaise
Kategorija:1988 u Kanadi	Catégorie:1988 au Canada
Kategorija:Japanska kuhinja	Catégorie:Cuisine japonaise
Kategorija:1976 u Kanadi	Catégorie:1976 au Canada
Kategorija:Svjetska baština u Južnoj Koreji	Catégorie:Patrimoine mondial en Corée du Sud
Kategorija:Svjetska baština u Crnoj Gori	Catégorie:Patrimoine mondial au Monténégro
Kategorija:Svjetska baština u Boliviji	Catégorie:Patrimoine mondial en Bolivie
Kategorija:Svjetska baština u Brazilu	Catégorie:Patrimoine mondial au Brésil
Kategorija:Svjetska baština u Surinamu	Catégorie:Patrimoine mondial au Suriname
Kategorija:Svjetska baština u Siriji	Catégorie:Patrimoine mondial en Syrie
Kategorija:Godine u Kanadi	Catégorie:Chronologie du Canada
Kategorija:Svjetska baština u Izraelu	Catégorie:Patrimoine mondial en Israël
Kategorija:Svjetska baština u Tunisu	Catégorie:Patrimoine mondial en Tunisie
Rečica (čvor)	Rečica
Kategorija:Svjetska baština u Peruu	Catégorie:Patrimoine mondial au Pérou
Kategorija:Compton (California)	Catégorie:Compton (Californie)
Kategorija:Opće pravo	Catégorie:Common law
Kategorija:1972 u Kamerunu	Catégorie:1972 au Cameroun
Kategorija:Srce	Catégorie:Anatomie cardiaque
Kategorija:Belgijski režiseri	Catégorie:Réalisateur belge
Kategorija:Karotenoidi	Catégorie:Caroténoïde
Kategorija:Karlsruhe	Catégorie:Karlsruhe
Kategorija:Korisnici koji su muslimani	Catégorie:Utilisateur Religion/Musulman
Kategorija:Pinales	Catégorie:Pinales
Kategorija:Katalizatori	Catégorie:Catalyseur
Kategorija:Kataliza	Catégorie:Catalyse
Kategorija:Generali Wehrmachta	Catégorie:Général du Troisième Reich
Kategorija:Meksički generali	Catégorie:Général mexicain
Kategorija:Populacijska genetika	Catégorie:Génétique des populations
Kategorija:Germanij	Catégorie:Germanium
Kategorija:Godine u Čehoslovačkoj	Catégorie:Chronologie de la Tchécoslovaquie
Kategorija:Glavni gradovi evropskih država	Catégorie:Capitale européenne
Kategorija:Glavni gradovi azijskih država	Catégorie:Capitale d'Asie
Kategorija:Četveronošci	Catégorie:Tétrapode
Kategorija:Rotacija	Catégorie:Rotation
Kategorija:Čačak	Catégorie:Čačak
Kategorija:Pogoni	Catégorie:Propulsion
Modul:URL	Module:URL
Kategorija:Poker	Catégorie:Poker
Kategorija:Pula	Catégorie:Pula
Kategorija:Naselja u Andrijevici	Catégorie:Localité d'Andrijevica
Kategorija:Političke stranke u Venecueli	Catégorie:Parti politique vénézuélien
Kategorija:Oskar za najbolji originalni scenarij	Catégorie:Oscar du meilleur scénario original
Kategorija:Purini	Catégorie:Purine
Kategorija:Filmovi koji su dobili Oskar za najbolji originalni scenarij	Catégorie:Film avec un Oscar du meilleur scénario original
Kategorija:Filmovi koji su dobili Oskar za najbolji adaptirani scenarij	Catégorie:Film avec un Oscar du meilleur scénario adapté
Kategorija:2009 u Australiji	Catégorie:2009 en Australie
Kategorija:Port Moresby	Catégorie:Port Moresby
Kategorija:Podgorica	Catégorie:Podgorica
Kategorija:Poitiers	Catégorie:Poitiers
Kategorija:Bespilotne letjelice	Catégorie:Type ou modèle de drone
Kategorija:Motosport u Austriji	Catégorie:Sport mécanique en Autriche
Kategorija:Filmovi s radnjom na Novom Zelandu	Catégorie:Film se déroulant en Nouvelle-Zélande
Kategorija:Knjige 1816.	Catégorie:Livre paru en 1816
Kategorija:Steganografija	Catégorie:Stéganographie
Kategorija:Muzički festivali po državama	Catégorie:Festival de musique par pays
Kategorija:Užice	Catégorie:Užice
Kategorija:Mostovi završeni 2005.	Catégorie:Pont achevé en 2005
Kategorija:Mostovi završeni 2004.	Catégorie:Pont achevé en 2004
Kategorija:Mostovi završeni 2000.	Catégorie:Pont achevé en 2000
Kategorija:Mostovi završeni 1937.	Catégorie:Pont achevé en 1937
Kategorija:Somaliland	Catégorie:Somaliland
Kategorija:Gradovi u kotaru Västra Götaland	Catégorie:Localité du comté de Västra Götaland
Kategorija:FK Sloboda Tuzla nogometaši	Catégorie:Joueur du FK Sloboda Tuzla
Kategorija:Sjeverna Irska	Catégorie:Irlande du Nord
Modul:Gallery	Module:Gallery
Portal:Ekonomija	Portail:Économie
Šablon:Službeni jezici EU	Modèle:Palette Langues officielles de l'Union européenne
Kategorija:Nuklearna medicina	Catégorie:Médecine nucléaire
Kategorija:Belgijski liječnici	Catégorie:Médecin belge
Kategorija:Priština	Catégorie:Pristina
Kategorija:Prizren	Catégorie:Prizren
Kategorija:Sela po državama	Catégorie:Village par pays
Kategorija:Dosjei X (serija)	Catégorie:X-Files
Kategorija:Protokoli mrežnog sloja	Catégorie:Protocole réseau sur la couche réseau
Kategorija:OSI protokoli	Catégorie:Modèle OSI
Kategorija:Fikh	Catégorie:Fiqh
Kategorija:1953 u Peruu	Catégorie:1953 au Pérou
Kategorija:Troskok	Catégorie:Triple saut
Kategorija:Skijaški skokovi	Catégorie:Saut à ski
Kategorija:Skok u vis	Catégorie:Saut en hauteur
Kategorija:Zrakoperke	Catégorie:Poisson à nageoires rayonnées
Kategorija:Godine u Portugalu	Catégorie:Chronologie du Portugal
Kategorija:Bacanje koplja	Catégorie:Lancer du javelot
Kategorija:Progresivni metal	Catégorie:Metal progressif
Kategorija:Evropski glavni gradovi kulture	Catégorie:Capitale européenne de la culture
Kategorija:Poljski kipari	Catégorie:Sculpteur polonais
Kategorija:Parkovi u Parizu	Catégorie:Parc ou jardin public de Paris
Kategorija:Nacionalni parkovi u Namibiji	Catégorie:Parc national de Namibie
Kategorija:Nacionalni parkovi u Mongoliji	Catégorie:Parc national de Mongolie
Kategorija:Nacionalni parkovi u Srbiji	Catégorie:Parc national de Serbie
Kategorija:Nacionalni parkovi u Bosni i Hercegovini	Catégorie:Parc national de Bosnie-Herzégovine
Kategorija:Parkovi u Londonu	Catégorie:Parc de Londres
Kategorija:Parkovi u Kanadi	Catégorie:Parc au Canada
Šablon:Orbite	Modèle:Palette Orbites
Kategorija:Kraljevi Češke	Catégorie:Roi de Bohême
Kategorija:Poljski režiseri	Catégorie:Réalisateur polonais
Šablon:NASA	Modèle:Palette Programme spatial américain
Šablon:Žuta	Modèle:Jaune
Kategorija:Waco, Texas	Catégorie:Waco (Texas)
Kategorija:Wiener Neustadt	Catégorie:Wiener Neustadt
Kategorija:Fiktivni advokati	Catégorie:Avocat de fiction
Kategorija:Električna vozila	Catégorie:Véhicule électrique
Kategorija:Hramovi	Catégorie:Temple
Kategorija:Dizanje tegova	Catégorie:Haltérophilie
Kategorija:Tuva	Catégorie:Touva
Kategorija:Motosport u Španiji	Catégorie:Sport mécanique en Espagne
Kategorija:Igre s loptom	Catégorie:Jeu de balle et ballon
Kategorija:Sportski objekti u Kanadi	Catégorie:Équipement sportif au Canada
Kategorija:Sportski objekti u Kataloniji	Catégorie:Équipement sportif en Catalogne
Kategorija:Sportski objekti u Japanu	Catégorie:Équipement sportif au Japon
Kategorija:Sportski objekti u Portugalu	Catégorie:Équipement sportif au Portugal
Kategorija:Nogometni stadioni u Švicarskoj	Catégorie:Stade de football en Suisse
Kategorija:Stadioni američkog nogometa	Catégorie:Stade de football américain
Kategorija:Sportski objekti u Finskoj	Catégorie:Équipement sportif en Finlande
Kategorija:Sportski objekti u Francuskoj	Catégorie:Équipement sportif en France
Kategorija:Sportski objekti u Srbiji	Catégorie:Équipement sportif en Serbie
Kategorija:Sportski objekti u Bosni i Hercegovini	Catégorie:Équipement sportif en Bosnie-Herzégovine
Kategorija:Sportski objekti u Berlinu	Catégorie:Équipement sportif à Berlin
Kategorija:Sportski objekti u Sloveniji	Catégorie:Équipement sportif en Slovénie
Kategorija:Sportski objekti u Austriji	Catégorie:Équipement sportif en Autriche
Kategorija:Sportski objekti po gradovima	Catégorie:Équipement sportif par ville
Kategorija:Sport u Španiji po sportovima	Catégorie:Sport en Espagne par discipline
Kategorija:Zaza	Catégorie:Zazas
Kategorija:Transport u Africi	Catégorie:Transport en Afrique
Kategorija:Banke	Catégorie:Banque
Kategorija:1882 u sportu	Catégorie:1882 en sport
Kategorija:1878 u sportu	Catégorie:1878 en sport
Kategorija:Sport u Kataloniji	Catégorie:Sport en Catalogne
Kategorija:Ekonomija u Africi	Catégorie:Économie en Afrique
Kategorija:Sport u Milanu	Catégorie:Sport à Milan
Kategorija:Sport u Münchenu	Catégorie:Sport à Munich
Kategorija:Sport u Manchesteru	Catégorie:Sport à Manchester
Kategorija:Sport u Melbourneu	Catégorie:Sport à Melbourne
Kategorija:Sport u Firenci	Catégorie:Sport à Florence
Kategorija:Sport u Sydneyu	Catégorie:Sport à Sydney
Kategorija:Sport u San Sebastiánu	Catégorie:Sport à Saint-Sébastien (Espagne)
Kategorija:Sport u Sarajevu	Catégorie:Sport à Sarajevo
Kategorija:Sport u Rimu	Catégorie:Sport à Rome
Šablon:Matematika-dno	Modèle:Palette Domaines des mathématiques
Kategorija:Sport u Dubaiju	Catégorie:Sport à Dubaï
Kategorija:Sport u Buenos Airesu	Catégorie:Sport à Buenos Aires
Kategorija:Sport u Bavarskoj	Catégorie:Sport en Bavière
Kategorija:Sport po gradovima u Italiji	Catégorie:Sport en Italie par ville
Kategorija:Sport u Engleskoj po gradovima	Catégorie:Sport en Angleterre par ville
Kategorija:Krvavi sportovi	Catégorie:Animal de combat
Kategorija:Sport po administrativnim podjelama države	Catégorie:Sport par région
Kategorija:Internet strip	Catégorie:Bande dessinée en ligne
Šablon:Fizika-dno	Modèle:Palette Branches de la physique
Kategorija:Košarkaški izrazi	Catégorie:Vocabulaire du basket-ball
Kategorija:Wado-Ryu	Catégorie:Wadō-ryū
Kategorija:Avijacija u Ujedinjenom Kraljevstvu	Catégorie:Transport aérien au Royaume-Uni
Kategorija:Jezici u Lihtenštajnu	Catégorie:Langue du Liechtenstein
Kategorija:Jezici u Burundiju	Catégorie:Langue du Burundi
Kategorija:Jezici u Afganistanu	Catégorie:Langue d'Afghanistan
Kategorija:Jezici u Albaniji	Catégorie:Langue d'Albanie
Kategorija:Meteorolozi	Catégorie:Météorologue
Kategorija:Slovenska književnost	Catégorie:Littérature slovène
Kategorija:Irska književnost	Catégorie:Littérature irlandaise
Kategorija:Italijanska književnost	Catégorie:Littérature italienne
Kategorija:Filmska umjetnost u Švicarskoj	Catégorie:Cinéma suisse
Kategorija:Muzika u Makedoniji	Catégorie:Musique macédonienne
Kategorija:Muzika u Srbiji	Catégorie:Musique serbe
Kategorija:Muzika u Švedskoj	Catégorie:Musique suédoise
Kategorija:Muzika u Ermeniji	Catégorie:Musique arménienne
Kategorija:Muzika u Hrvatskoj	Catégorie:Musique croate
Kategorija:Muzika u Finskoj	Catégorie:Musique finlandaise
Kategorija:Bosanska kuhinja	Catégorie:Gastronomie bosnienne
Kategorija:Svjetska baština u Bosni i Hercegovini	Catégorie:Patrimoine mondial en Bosnie-Herzégovine
Kategorija:Muzičari po grupama	Catégorie:Musicien par groupe
Kategorija:2008 u Indiji	Catégorie:2008 en Inde
Kategorija:Diskretna geometrija	Catégorie:Géométrie discrète
Kategorija:Hiperbolička geometrija	Catégorie:Géométrie hyperbolique
Kategorija:Ne-Euklidska geometrija	Catégorie:Géométrie non euclidienne
Kategorija:Rukomet po godinama	Catégorie:Chronologie du handball
Kategorija:Rukomet u Iranu	Catégorie:Handball en Iran
Kategorija:Helsingborg	Catégorie:Helsingborg
Kategorija:Polygonaceae	Catégorie:Polygonaceae
Kategorija:Pomračenja Sunca	Catégorie:Éclipse solaire
Olimpijska staza za bob i sankanje Trebević	Piste olympique de bobsleigh et de luge de Sarajevo
Kategorija:Herceg Novi	Catégorie:Localité de Herceg Novi
Kategorija:Godine u Egiptu	Catégorie:Chronologie de l'Égypte
Kategorija:Hokej na travi	Catégorie:Hockey sur gazon
Kategorija:Hummer	Catégorie:Hummer
Kategorija:Hollywood (California)	Catégorie:Hollywood
Kategorija:Hadroni	Catégorie:Hadron
Kategorija:Nikšić	Catégorie:Nikšić
Kategorija:Kompanije u Austriji po industrijama	Catégorie:Entreprise autrichienne par secteur
Kategorija:Niš	Catégorie:Niš
Kategorija:Kraljevska mornarica UK	Catégorie:Royal Navy
Kategorija:Međumolekularne sile	Catégorie:Force intermoléculaire
Kategorija:Nitriti	Catégorie:Nitrite
Kategorija:Zastarjele naučne teorije	Catégorie:Théorie scientifique obsolète
Kategorija:Rase konja	Catégorie:Race chevaline
Kategorija:Godine u Nepalu	Catégorie:Chronologie du Népal
Kategorija:Kosovski pisci	Catégorie:Écrivain kosovar
Kategorija:Mozambički pisci	Catégorie:Écrivain mozambicain
Kategorija:Novi Pazar	Catégorie:Novi Pazar
Kategorija:Novi Sad	Catégorie:Novi Sad
Kategorija:Novak Đoković	Catégorie:Novak Djokovic
Kategorija:Države i teritorije Indije	Catégorie:État ou territoire de l'Inde
Kategorija:Aeronautika	Catégorie:Aérospatiale
Šablon:TOC	Modèle:Compacttoc
Kategorija:Dido albumi	Catégorie:Album de Dido
Kategorija:Kylie Minogue albumi	Catégorie:Album de Kylie Minogue
Kategorija:Nenečki autonomni okrug	Catégorie:Nénétsie
Kategorija:Bremen	Catégorie:Brême
Kategorija:Wiki kultura	Catégorie:Culture Wikipédia
Kategorija:Prirodni sateliti	Catégorie:Satellite naturel
Kategorija:Srebro	Catégorie:Argent
Kategorija:Teorija vrste	Catégorie:Théorie des types
Kategorija:Teorija operatora	Catégorie:Théorie des opérateurs
Kategorija:Teorija kategorija	Catégorie:Théorie des catégories
Kategorija:Digimon	Catégorie:Digimon
Kategorija:Teorija haosa	Catégorie:Théorie du chaos
Srbija na Zimskim olimpijskim igrama 2014.	Serbie aux Jeux olympiques d'hiver de 2014
Kategorija:Elektronske publikacije	Catégorie:Édition électronique
Kategorija:Etimologija	Catégorie:Étymologie
Kategorija:1994 u Norveškoj	Catégorie:1994 en Norvège
Kategorija:Šabloni po imenskom prostoru	Catégorie:Modèle par espace de noms
Kategorija:Švicarski filmovi	Catégorie:Film suisse
Kategorija:Turski filmovi	Catégorie:Film turc
Kategorija:Mozambička ostrva	Catégorie:Île du Mozambique
Kategorija:Nanomaterijali	Catégorie:Nanomatériau
Kategorija:Geografija Sjeverne Rajne-Vestfalije	Catégorie:Géographie de la Rhénanie-du-Nord-Westphalie
Kategorija:Okruzi Srbije	Catégorie:District de Serbie
Kategorija:Katalonija	Catégorie:Catalogne
Kategorija:Miguel de Cervantes	Catégorie:Miguel de Cervantes
Kategorija:Njemački generali	Catégorie:Général allemand
Kategorija:Srednji vijek	Catégorie:Moyen Âge
Kategorija:Astronomski katalozi zvijezda	Catégorie:Catalogue d'étoiles
Kategorija:Gradovi u Kataloniji	Catégorie:Commune de Catalogne
Kategorija:Gradski trgovi	Catégorie:Place
Kategorija:Političke stranke u Njemačkoj	Catégorie:Parti politique allemand
Kategorija:1986 u Meksiku	Catégorie:1986 au Mexique
Kategorija:Indoiranski jezici	Catégorie:Langue indo-iranienne
Kategorija:1970 u Meksiku	Catégorie:1970 au Mexique
Kategorija:1968 u Meksiku	Catégorie:1968 au Mexique
Kategorija:Astrodinamika	Catégorie:Mécanique spatiale
Kategorija:Montpellier	Catégorie:Montpellier
Kategorija:Rock grupe	Catégorie:Groupe de rock
Kategorija:Monosaharidi	Catégorie:Ose
Kategorija:Mönchengladbach	Catégorie:Mönchengladbach
Kategorija:Crna Gora na Olimpijskim igrama	Catégorie:Monténégro aux Jeux olympiques
Kategorija:2012 u Monaku	Catégorie:2012 à Monaco
Kategorija:Voskovi	Catégorie:Cire
Kategorija:Metz	Catégorie:Metz
Kategorija:Iranski muzičari	Catégorie:Musicien iranien
Kategorija:Country muzika	Catégorie:Musique country
Kategorija:Fiktivne organizacije	Catégorie:Organisation de fiction
Kategorija:Islamska muzika	Catégorie:Musique islamique
Kategorija:Mostar	Catégorie:Mostar
Kategorija:Mjuzikli	Catégorie:Comédie musicale
Šablon:Hitlerov kabinet	Modèle:Palette Cabinet de Hitler
Kategorija:Transport u Sjevernoj Americi	Catégorie:Transport en Amérique du Nord
Kategorija:Transport u Evropi	Catégorie:Transport en Europe
Kategorija:Muzeji u Srbiji	Catégorie:Musée en Serbie
Kategorija:Menadžment proizvodima	Catégorie:Politique de produit
Kategorija:Upravljanje otpadom	Catégorie:Gestion des déchets
Kategorija:Strateški menadžment	Catégorie:Stratégie d'entreprise
Kategorija:Muzeji u Bosni i Hercegovini	Catégorie:Musée en Bosnie-Herzégovine
Kategorija:Muzeji osnovani 2007.	Catégorie:Musée fondé en 2007
Kategorija:Muzeji osnovani 2001.	Catégorie:Musée fondé en 2001
Kategorija:Muzeji osnovani 1995.	Catégorie:Musée fondé en 1995
Kategorija:Muzeji osnovani 1989.	Catégorie:Musée fondé en 1989
Kategorija:Muzeji osnovani 1987.	Catégorie:Musée fondé en 1987
Kategorija:Muzeji osnovani 1985.	Catégorie:Musée fondé en 1985
Kategorija:Muzeji osnovani 1981.	Catégorie:Musée fondé en 1981
Kategorija:Muzeji osnovani 1978.	Catégorie:Musée fondé en 1978
Kategorija:Muzeji osnovani 1976.	Catégorie:Musée fondé en 1976
Kategorija:Muzeji osnovani 1975.	Catégorie:Musée fondé en 1975
Kategorija:Muzeji osnovani 1974.	Catégorie:Musée fondé en 1974
Kategorija:Muzeji osnovani 1973.	Catégorie:Musée fondé en 1973
Kategorija:Muzeji osnovani 1972.	Catégorie:Musée fondé en 1972
Kategorija:Muzeji osnovani 1971.	Catégorie:Musée fondé en 1971
Kategorija:Muzeji osnovani 1968.	Catégorie:Musée fondé en 1968
Kategorija:Muzeji osnovani 1964.	Catégorie:Musée fondé en 1964
Kategorija:Muzeji osnovani 1963.	Catégorie:Musée fondé en 1963
Kategorija:Muzeji osnovani 1959.	Catégorie:Musée fondé en 1959
Kategorija:Muzeji osnovani 1947.	Catégorie:Musée fondé en 1947
Kategorija:Muzeji osnovani 1937.	Catégorie:Musée fondé en 1937
Kategorija:Muzeji osnovani 1935.	Catégorie:Musée fondé en 1935
Kategorija:Muzeji osnovani 1934.	Catégorie:Musée fondé en 1934
Kategorija:Muzeji osnovani 1929.	Catégorie:Musée fondé en 1929
Kategorija:Muzeji osnovani 1927.	Catégorie:Musée fondé en 1927
Kategorija:Muzeji osnovani 1923.	Catégorie:Musée fondé en 1923
Kategorija:Muzeji osnovani 1919.	Catégorie:Musée fondé en 1919
Kategorija:Muzeji osnovani 1913.	Catégorie:Musée fondé en 1913
Kategorija:Muzeji osnovani 1910.	Catégorie:Musée fondé en 1910
Kategorija:Muzeji osnovani 1905.	Catégorie:Musée fondé en 1905
Kategorija:Muzeji osnovani 1900.	Catégorie:Musée fondé en 1900
Kategorija:Muzeji osnovani 1897.	Catégorie:Musée fondé en 1897
Kategorija:Muzeji osnovani 1892.	Catégorie:Musée fondé en 1892
Kategorija:Muzeji osnovani 1891.	Catégorie:Musée fondé en 1891
Kategorija:Muzeji osnovani 1889.	Catégorie:Musée fondé en 1889
Kategorija:Muzeji osnovani 1881.	Catégorie:Musée fondé en 1881
Kategorija:Muzeji osnovani 1879.	Catégorie:Musée fondé en 1879
Kategorija:Muzeji osnovani 1876.	Catégorie:Musée fondé en 1876
Kategorija:Muzeji osnovani 1874.	Catégorie:Musée fondé en 1874
Kategorija:Muzeji osnovani 1872.	Catégorie:Musée fondé en 1872
Kategorija:Muzeji osnovani 1871.	Catégorie:Musée fondé en 1871
Kategorija:Muzeji osnovani 1870.	Catégorie:Musée fondé en 1870
Kategorija:Muzeji osnovani 1867.	Catégorie:Musée fondé en 1867
Kategorija:Muzeji osnovani 1856.	Catégorie:Musée fondé en 1856
Kategorija:Muzeji osnovani 1835.	Catégorie:Musée fondé en 1835
Kategorija:Muzeji osnovani 1829.	Catégorie:Musée fondé en 1829
Kategorija:Muzeji osnovani 1828.	Catégorie:Musée fondé en 1828
Kategorija:Muzeji osnovani 1824.	Catégorie:Musée fondé en 1824
Kategorija:Muzeji osnovani 1822.	Catégorie:Musée fondé en 1822
Kategorija:Muzeji osnovani 1819.	Catégorie:Musée fondé en 1819
Kategorija:Muzeji osnovani 1683.	Catégorie:Musée fondé en 1683
Kategorija:Muzeji u Brazilu	Catégorie:Musée au Brésil
Kategorija:Muzeji po godinama osnivanja	Catégorie:Musée par date de fondation
Kategorija:Predstavljanje ljudi u popularnoj kulturi	Catégorie:Représentation des personnalités dans la culture populaire
Kategorija:Modena	Catégorie:Modène
Spisak kraljeva Rohana	Liste des rois du Rohan
Kategorija:Pokretači računarskih igara	Catégorie:Moteur de jeu vidéo
Kategorija:Ranunculales	Catégorie:Ranunculales
Kategorija:Dizelski motor	Catégorie:Moteur Diesel
Kategorija:Poluprovodnički materijali	Catégorie:Matériau semi-conducteur
Kategorija:Reciklažni materijali	Catégorie:Matériau recyclable
Kategorija:Glodari	Catégorie:Rongeur
Kategorija:Formalne nauke	Catégorie:Sciences formelles
Kategorija:Mašinski inženjering	Catégorie:Génie mécanique
Kategorija:TV-stanice osnovane 2011.	Catégorie:Chaîne ou station de télévision fondée en 2011
Kategorija:Elektro-mašinski inženjering	Catégorie:Électromécanique
Kategorija:TV-stanice osnovane 2012.	Catégorie:Chaîne ou station de télévision fondée en 2012
Kategorija:Magnezij	Catégorie:Magnésium
Kategorija:Historija matematike	Catégorie:Histoire des mathématiques
Kategorija:Čuvašija	Catégorie:Tchouvachie
Kategorija:Manhattan	Catégorie:Manhattan
Kategorija:9. arondisman (Pariz)	Catégorie:9e arrondissement de Paris
Kategorija:Hakasija	Catégorie:Khakassie
Kategorija:8. arondisman (Pariz)	Catégorie:8e arrondissement de Paris
Kategorija:7. arondisman (Pariz)	Catégorie:7e arrondissement de Paris
Kategorija:6. arondisman (Pariz)	Catégorie:6e arrondissement de Paris
Kategorija:5. arondisman (Pariz)	Catégorie:5e arrondissement de Paris
Kategorija:4. arondisman (Pariz)	Catégorie:4e arrondissement de Paris
Kategorija:3. arondisman (Pariz)	Catégorie:3e arrondissement de Paris
Kategorija:2. arondisman (Pariz)	Catégorie:2e arrondissement de Paris
Kategorija:18. arondisman (Pariz)	Catégorie:18e arrondissement de Paris
Kategorija:17. arondisman (Pariz)	Catégorie:17e arrondissement de Paris
Kategorija:16. arondisman (Pariz)	Catégorie:16e arrondissement de Paris
Kategorija:15. arondisman (Pariz)	Catégorie:15e arrondissement de Paris
Kategorija:14. arondisman (Pariz)	Catégorie:14e arrondissement de Paris
Kategorija:13. arondisman (Pariz)	Catégorie:13e arrondissement de Paris
Kategorija:12. arondisman (Pariz)	Catégorie:12e arrondissement de Paris
Kategorija:11. arondisman (Pariz)	Catégorie:11e arrondissement de Paris
Kategorija:1. arondisman (Pariz)	Catégorie:1er arrondissement de Paris
Kategorija:Oblast Ruhr	Catégorie:Ruhr
Kategorija:Spiskovi vezani za nauku	Catégorie:Liste en rapport avec les sciences
Kategorija:Spiskovi vezani za sport	Catégorie:Liste en rapport avec le sport
Kategorija:Spiskovi građevina i struktura	Catégorie:Liste de bâtiments
Kategorija:Arhitektonski spiskovi	Catégorie:Liste en rapport avec l'architecture
Kategorija:Kontroverze	Catégorie:Controverse
Kategorija:Dekorativne umjetnosti	Catégorie:Arts décoratifs
Kategorija:2013 singlovi	Catégorie:Single musical sorti en 2013
Kategorija:Naselja u Goraždu	Catégorie:Localité de Goražde
Šablon:US patent	Modèle:US patent
Kategorija:Agatha Christie	Catégorie:Agatha Christie
Kategorija:Naselja u općini Mostar	Catégorie:Localité de Mostar
Kategorija:Djela Agathe Christie	Catégorie:Œuvre d'Agatha Christie
Kategorija:Naselja u Srebrenici	Catégorie:Localité de Srebrenica
Kategorija:Naselja u Zenici	Catégorie:Localité de Zenica
Kategorija:Naselja u Tuzli	Catégorie:Localité de Tuzla
Kategorija:Naselja u Travniku	Catégorie:Localité de Travnik
Kategorija:Naselja u Bijeljini	Catégorie:Localité de Bijeljina
Kategorija:Naselja u Banjoj Luci	Catégorie:Localité de Banja Luka
Šablon:UTC	Modèle:Palette Fuseaux horaires
Kategorija:Gradovi u kotaru Västerbotten	Catégorie:Localité du comté de Västerbotten
Kategorija:Publikacije osnovane 1869.	Catégorie:Titre de presse créé en 1869
Kategorija:Publikacije osnovane 1860.	Catégorie:Titre de presse créé en 1860
Kategorija:Glumice po državama	Catégorie:Actrice par nationalité
Kategorija:Školski distrikti u Sjedinjenim Američkim Državama	Catégorie:District scolaire américain
Kategorija:Melilla	Catégorie:Melilla
Kategorija:U začetku, Kanada	Catégorie:Wikipédia:ébauche Canada
Kategorija:U začetku, Lingvistika	Catégorie:Wikipédia:ébauche linguistique
Kategorija:U začetku, Reptili	Catégorie:Wikipédia:ébauche reptile
Kategorija:U začetku, Ekologija	Catégorie:Wikipédia:ébauche écologie
Kategorija:Rumunski predsjednici	Catégorie:Président de Roumanie
Kategorija:Osnovni meteorološki koncepti i fenomeni	Catégorie:Théorie météorologique
Kategorija:Gotička arhitektura u Francuskoj	Catégorie:Architecture gothique en France
Kategorija:Arhitektura u Japanu	Catégorie:Architecture au Japon
Kategorija:Postmoderna arhitektura	Catégorie:Postmodernisme (architecture)
Kategorija:Arhitektura u Švicarskoj	Catégorie:Architecture en Suisse
Kategorija:Arhitektura u Turskoj	Catégorie:Architecture en Turquie
Kategorija:Islamska arhitektura	Catégorie:Architecture musulmane
Kategorija:Publikacije osnovane 1889.	Catégorie:Titre de presse créé en 1889
Šablon:Zastava države MOK alias LAT	Modèle:DrapeauCIO-LAT
Kategorija:Publikacije osnovane 1896.	Catégorie:Titre de presse créé en 1896
When I Was Your Man	When I Was Your Man
Kategorija:Rukometne reprezentacije	Catégorie:Équipe nationale de handball
Kategorija:Sport u Montpellieru	Catégorie:Sport à Montpellier
Kategorija:Jednačine dinamike fluida	Catégorie:Équation en dynamique des fluides
Kategorija:Parcijalne diferencijalne jednačine	Catégorie:Équation aux dérivées partielles
Kategorija:1974 u Egiptu	Catégorie:1974 en Égypte
Kategorija:Mjesta	Catégorie:Lieu
Kategorija:Sportska takmičenja u Jugoslaviji	Catégorie:Événement sportif international en Yougoslavie
Kategorija:Sportska takmičenja u Kolumbiji	Catégorie:Événement sportif en Colombie
Kategorija:Sportska takmičenja u Hrvatskoj	Catégorie:Événement sportif en Croatie
Kategorija:Sportska takmičenja u Kanadi	Catégorie:Événement sportif au Canada
Kategorija:Sportska takmičenja u Kamerunu	Catégorie:Événement sportif au Cameroun
