Afrika	Afrique
Kategorie:Sterrestelselswerms	Catégorie:Amas de galaxies
Kategorie:Beeldhouer (sterrebeeld)	Catégorie:Constellation du Sculpteur
Kategorie:Skilder (sterrebeeld)	Catégorie:Constellation du Peintre
Kategorie:Berenice se Hare	Catégorie:Constellation de la Chevelure de Bérénice
Kategorie:Eenhoring (sterrebeeld)	Catégorie:Constellation de la Licorne
Kategorie:Bul (sterrebeeld)	Catégorie:Constellation du Taureau
Kategorie:Jaghonde (sterrebeeld)	Catégorie:Constellation des Chiens de chasse
Kategorie:Klein Beer (sterrebeeld)	Catégorie:Constellation de la Petite Ourse
Kategorie:Cassiopeia (sterrebeeld)	Catégorie:Constellation de Cassiopée
Kategorie:Romaanse tale	Catégorie:Langue romane
Kategorie:Argipels	Catégorie:Archipel
Kategorie:Gholf	Catégorie:Golf
Kategorie:Seksuele anatomie	Catégorie:Anatomie sexuelle
Kategorie:Vervoer	Catégorie:Transport
Kategorie:Rekeningkunde	Catégorie:Comptabilité
Kategorie:Franse Rewolusie	Catégorie:Révolution française
Kategorie:Skoonheidswedstryde	Catégorie:Concours de beauté
Kategorie:Funksionaalanalise	Catégorie:Analyse fonctionnelle
Kategorie:Swem	Catégorie:Natation
Kategorie:Grafiese ontwerp	Catégorie:Graphisme
Kategorie:Naaktheid	Catégorie:Nudité
Kategorie:Dans	Catégorie:Danse
Kategorie:Alchemie	Catégorie:Alchimie
Kategorie:Musiekkompetisies	Catégorie:Concours de musique
Kategorie:Kompetisies	Catégorie:Compétition
Kategorie:Kaliefs	Catégorie:Calife
Kategorie:Skaaldiere	Catégorie:Crustacé
Kategorie:Speelgoed	Catégorie:Jouet
Kategorie:Mongoolse khans	Catégorie:Khan mongol
Kategorie:Elementêre wiskunde	Catégorie:Mathématiques élémentaires
Kategorie:Nasionale veiligheid	Catégorie:Défense et sécurité
Kategorie:Kommunisme	Catégorie:Communisme
Kategorie:Amerikaanse platemaatskappye	Catégorie:Label de musique américain
Kategorie:Vlermuise	Catégorie:Chiroptera
Kategorie:Reeksmoordenaars	Catégorie:Tueur en série
Kategorie:Stokperdjies	Catégorie:Passe-temps
Kategorie:Slange	Catégorie:Serpent
Kategorie:Sjinese keisers	Catégorie:Empereur de Chine
Kategorie:Keisers	Catégorie:Empereur
Kategorie:Oos-Vlaandere	Catégorie:Province de Flandre-Orientale
Kategorie:Luxemburg (provinsie)	Catégorie:Province de Luxembourg
Kategorie:Alpes-de-Haute-Provence	Catégorie:Alpes-de-Haute-Provence
Kategorie:Vlaams-Brabant	Catégorie:Province du Brabant flamand
Kategorie:Hérault (département)	Catégorie:Hérault
Kategorie:Woordsoorte	Catégorie:Partie du discours
Kategorie:Wêreldbeker	Catégorie:Championnat du monde
Kategorie:Biogeografie	Catégorie:Biogéographie
Kategorie:Olifante	Catégorie:Elephantidae
Kategorie:Televisiereekse	Catégorie:Série télévisée
Kategorie:Epistemologie	Catégorie:Épistémologie
Kategorie:Musiek van die Verenigde Koninkryk	Catégorie:Musique britannique
Kategorie:Sterrestelsels	Catégorie:Galaxie
Kategorie:Pluto	Catégorie:Pluton
Kategorie:Komete	Catégorie:Comète
Kategorie:Venus	Catégorie:Vénus
Kategorie:Eksoplanete	Catégorie:Exoplanète
Kategorie:Deltas	Catégorie:Delta
Kategorie:Logika	Catégorie:Logique
Kategorie:Afro-Asiatiese tale	Catégorie:Langue afro-asiatique
Kategorie:Regters	Catégorie:Magistrat
Kategorie:Antarktika	Catégorie:Antarctique
Kategorie:Noord-Amerika	Catégorie:Amérique du Nord
Kategorie:Swartsee	Catégorie:Mer Noire
Kategorie:Woestyne	Catégorie:Désert
Kategorie:Mere in Suid-Amerika	Catégorie:Lac d'Amérique du Sud
Kategorie:Mere in Asië	Catégorie:Lac d'Asie
Kategorie:Mere in Europa	Catégorie:Lac d'Europe
Kategorie:Mere	Catégorie:Lac
Kategorie:Mere in Kanada	Catégorie:Lac du Canada
Kategorie:Noordsee	Catégorie:Mer du Nord
Kategorie:Melkweg	Catégorie:Voie lactée
Kategorie:Tibet	Catégorie:Tibet
Kategorie:Lughawens in Duitsland	Catégorie:Aéroport en Allemagne
Kategorie:Lughawens in die Verenigde Koninkryk	Catégorie:Aéroport au Royaume-Uni
Kategorie:Vlae	Catégorie:Drapeau
Kategorie:Vlae van die Verenigde Koninkryk	Catégorie:Drapeau du Royaume-Uni
Kategorie:Advokate	Catégorie:Avocat
Kategorie:Bankiers	Catégorie:Banquier
Kategorie:Griekse sportlui	Catégorie:Sportif grec
Kategorie:Franse sportlui	Catégorie:Sportif français
Kategorie:Russiese sportlui	Catégorie:Sportif russe
Kategorie:Duitse sportlui	Catégorie:Sportif allemand
Kategorie:Serwiese sportlui	Catégorie:Sportif serbe
Kategorie:Sokkerspelers	Catégorie:Footballeur
Kategorie:Engelse wiskundiges	Catégorie:Mathématicien anglais
Kategorie:Wiskundiges	Catégorie:Mathématicien
Kategorie:Fietsryers	Catégorie:Cycliste
Kategorie:Botanici	Catégorie:Botaniste
Kategorie:Fisici	Catégorie:Physicien
Kategorie:Antropoloë	Catégorie:Anthropologue
Kategorie:Bofbalspelers	Catégorie:Joueur de baseball
Kategorie:Ekonome	Catégorie:Économiste
Sjabloon:Koördinate/des2dms/d	Modèle:Coord/dec2dms/d
Sjabloon:Inligtingskas Taal	Modèle:Infobox Langue
Kategorie:Oseanië	Catégorie:Océanie
Sjabloon:Gebruiker sl	Modèle:Utilisateur sl
Sjabloon:Af	Modèle:Af
Kategorie:Ongewerweldes	Catégorie:Invertébré
Sjabloon:Gebruiker nn-4	Modèle:Utilisateur nn-4
Sjabloon:Gebruiker af-0	Modèle:Utilisateur af-0
Kategorie:Duitse sokkerkompetisies	Catégorie:Compétition de football en Allemagne
Kategorie:Nedersettings in Luxemburg (land)	Catégorie:Localité du Luxembourg
Kategorie:Goiás	Catégorie:Goiás
Kategorie:Indringerplante	Catégorie:Plante invasive
Kategorie:Gebruiker zh-wen	Catégorie:Utilisateur zh-classical
Sjabloon:Landdata Republiek van Weimar	Modèle:Country data République de Weimar
Kategorie:Sosiale groepe	Catégorie:Groupe social
Kategorie:Projekbestuur	Catégorie:Gestion de projet
Kategorie:Watersporte	Catégorie:Sport nautique
Kategorie:Koffie	Catégorie:Café
Kategorie:Limburg (Nederland)	Catégorie:Limbourg (Pays-Bas)
Kategorie:Enkelspelers	Catégorie:Single
Kategorie:Russiese krais	Catégorie:Kraï de Russie
Kategorie:Sportlui	Catégorie:Sportif
Kategorie:Nuustydskrifte	Catégorie:Presse d'information générale
Kategorie:Fiksie	Catégorie:Fiction
Kategorie:Watervalle	Catégorie:Chute d'eau
Kategorie:Buenos Aires	Catégorie:Buenos Aires
Sjabloon:User sw-3	Modèle:Utilisateur sw-3
Kategorie:Chemiese reaksies	Catégorie:Réaction chimique
Kategorie:Demokrasie	Catégorie:Démocratie
Kategorie:Presidente van die Filippyne	Catégorie:Président des Philippines
Kategorie:Presidente van Suid-Korea	Catégorie:Président de Corée du Sud
Kategorie:Geskiedenis van Engeland	Catégorie:Histoire de l'Angleterre
Kategorie:Guatemala	Catégorie:Guatemala
Kategorie:Montenegro	Catégorie:Monténégro
Kategorie:Politieke filosofie	Catégorie:Philosophie politique
Kategorie:Haaie	Catégorie:Requin
Kategorie:Kraakbeenvisse	Catégorie:Chondrichthyes
Kategorie:Amerikaanse rolprentregisseurs	Catégorie:Réalisateur américain
Kategorie:Handelaars	Catégorie:Entreprise de distribution
Kategorie:Britse monarge	Catégorie:Monarque de Grande-Bretagne
Kategorie:Ford	Catégorie:Ford
Kategorie:Natuurrampe	Catégorie:Risque naturel
Kategorie:Avontuurrolprente	Catégorie:Film d'aventure
Kategorie:Australiese rolprente	Catégorie:Film australien
Kategorie:Gruwelrolprente	Catégorie:Film d'horreur
Kategorie:Fantasierolprente	Catégorie:Film fantastique
Kategorie:Internasionale Unie vir die Bewaring van die Natuur	Catégorie:Statut UICN
Kategorie:Nederlands	Catégorie:Langue néerlandaise
Kategorie:Sjinees	Catégorie:Langue chinoise
Kategorie:Spaans	Catégorie:Langue espagnole
Kategorie:Tale van Argentinië	Catégorie:Langue d'Argentine
Kategorie:Tale van Nieu-Seeland	Catégorie:Langue de Nouvelle-Zélande
Kategorie:Tale van Switserland	Catégorie:Langue de Suisse
Sjabloon:Gebruiker hsb-3	Modèle:Utilisateur hsb-3
Kategorie:Geografie van Afrika	Catégorie:Géographie de l'Afrique
Kategorie:Berge van die Verenigde State van Amerika	Catégorie:Montagne des États-Unis
Kategorie:Berge van Rusland	Catégorie:Montagne de Russie
Kategorie:Berge van Italië	Catégorie:Montagne d'Italie
Kategorie:Wêrelderfenisgebiede in Viëtnam	Catégorie:Patrimoine mondial au Viêt Nam
Kategorie:Wêrelderfenisgebiede in Meksiko	Catégorie:Patrimoine mondial au Mexique
Kategorie:Wêrelderfenisgebiede in Rusland	Catégorie:Patrimoine mondial en Russie
Kategorie:Indiese Oseaan	Catégorie:Océan Indien
Kategorie:Macau	Catégorie:Macao
Kategorie:Geneesmiddels	Catégorie:Médicament
Kategorie:UNESCO	Catégorie:Organisation des Nations unies pour l'éducation, la science et la culture
Kategorie:Motorvoertuie	Catégorie:Automobile
Kategorie:Japannese skryfstelsel	Catégorie:Écriture du japonais
Kategorie:Planetêre stelsels	Catégorie:Système planétaire
Kategorie:Vleisvinvisse	Catégorie:Poisson à nageoires charnues
Kategorie:Nagaland	Catégorie:Nagaland
Kategorie:Salzburg (deelstaat)	Catégorie:Land de Salzbourg
Kategorie:Nieu-Suid-Wallis	Catégorie:Nouvelle-Galles du Sud
Kategorie:Regering van die Verenigde State van Amerika	Catégorie:Gouvernement des États-Unis
Kategorie:Manipoer	Catégorie:Manipur
Kategorie:Voormalige lande	Catégorie:Ancien pays
Kategorie:Assam	Catégorie:Assam
Kategorie:Thüringen	Catégorie:Thuringe
Kategorie:Neder-Oostenryk	Catégorie:Basse-Autriche
Sjabloon:Gebruiker lb	Modèle:Utilisateur lb
Sjabloon:Gebruiker af-2	Modèle:Utilisateur af-2
Kategorie:Gotenburg	Catégorie:Göteborg
Wortel (groente)	Carotte
Kategorie:Hoofstede in Noord-Amerika	Catégorie:Capitale d'Amérique du Nord
Kategorie:Nedersettings in Gaboen	Catégorie:Ville du Gabon
Kategorie:Wêrelderfenisgebiede in die Verenigde Koninkryk	Catégorie:Patrimoine mondial au Royaume-Uni
Kategorie:Noorse musiekgroepe	Catégorie:Groupe de musique norvégien
Kategorie:Suid-Afrikaanse musiekgroepe	Catégorie:Groupe de musique sud-africain
Kategorie:Knope	Catégorie:Nœud
Pylos	Pylos
Kategorie:Toerisme in Iran	Catégorie:Tourisme en Iran
Kategorie:Baaie	Catégorie:Baie
Kategorie:Arles	Catégorie:Arles
Kategorie:Nedersettings in Frankryk	Catégorie:Ville ou commune de France
Kategorie:Kosmogonie	Catégorie:Cosmogonie
Kategorie:Kimberley	Catégorie:Kimberley (Afrique du Sud)
Kategorie:Kwaliteit	Catégorie:Qualité
Kategorie:Hoofstede in Suid-Amerika	Catégorie:Capitale d'Amérique du Sud
Kategorie:Hoofstede in Afrika	Catégorie:Capitale d'Afrique
Sjabloon:Hoofstede in Suid-Amerika	Modèle:Palette Capitale(s) de l'Amérique du Sud
Kategorie:Alpinisme	Catégorie:Alpinisme
Kategorie:Berg Athos	Catégorie:République monastique du Mont Athos
Kategorie:Curaçao	Catégorie:Curaçao
Kategorie:Kultuur in Nederland	Catégorie:Culture néerlandaise
Kategorie:Kultuur in Noorweë	Catégorie:Culture norvégienne
Kategorie:Kultuur in Nieu-Seeland	Catégorie:Culture néo-zélandaise
Kategorie:Kultuur in Duitsland	Catégorie:Culture allemande
Kategorie:Kultuur in Litaue	Catégorie:Culture lituanienne
Kategorie:Kultuur in Meksiko	Catégorie:Culture mexicaine
Kategorie:Queen	Catégorie:Queen
Kategorie:Kultuur in Venezuela	Catégorie:Culture vénézuélienne
Kategorie:Kultuur in Brasilië	Catégorie:Culture brésilienne
Kategorie:Kultuur in Swede	Catégorie:Culture suédoise
Kategorie:Kultuur in Spanje	Catégorie:Culture espagnole
Kategorie:Kultuur in Armenië	Catégorie:Culture arménienne
Kategorie:Kultuur in Argentinië	Catégorie:Culture argentine
Kategorie:Kultuur in die Verenigde Koninkryk	Catégorie:Culture britannique
Kategorie:Kultuur in Australië	Catégorie:Culture australienne
Kategorie:Kultuur in Iran	Catégorie:Culture iranienne
Kategorie:Kultuur in Kanada	Catégorie:Culture canadienne
Kategorie:Kultuur in Taiwan	Catégorie:Culture taïwanaise
Kategorie:Kultuur in Turkye	Catégorie:Culture turque
Kategorie:Kultuur in Portugal	Catégorie:Culture portugaise
Kategorie:Kultuur in Finland	Catégorie:Culture finlandaise
Kategorie:Suid-Afrikaanse wetgewing	Catégorie:Droit en Afrique du Sud
Kategorie:Grense van Namibië	Catégorie:Frontière de Namibie
Kategorie:Grense van Suid-Afrika	Catégorie:Frontière d'Afrique du Sud
Kategorie:Grense van Lesotho	Catégorie:Frontière du Lesotho
Kategorie:Strokiesverhale	Catégorie:Bande dessinée
Kategorie:Grense van Swaziland	Catégorie:Frontière du Swaziland
Kategorie:Nedersettings in Guinee-Bissau	Catégorie:Ville de Guinée-Bissau
Kategorie:Nedersettings in Suid-Soedan	Catégorie:Ville du Soudan du Sud
Kategorie:Nedersettings in Mauritius	Catégorie:Ville de Maurice
Kategorie:Nedersettings in Malta	Catégorie:Ville de Malte
Kategorie:Stede in België	Catégorie:Ville de Belgique
Kategorie:Nedersettings in Zimbabwe	Catégorie:Ville du Zimbabwe
Kategorie:Nedersettings in Kenia	Catégorie:Ville du Kenya
Kategorie:Berge van Suid-Afrika	Catégorie:Montagne d'Afrique du Sud
Kategorie:Berge van Duitsland	Catégorie:Montagne d'Allemagne
Kategorie:Berge van Ysland	Catégorie:Montagne d'Islande
Kategorie:Berge van die Verenigde Koninkryk	Catégorie:Montagne du Royaume-Uni
Kategorie:Eilande van Suid-Afrika	Catégorie:Île d'Afrique du Sud
Kategorie:Eilande van Estland	Catégorie:Île d'Estonie
Kategorie:Visepresidente van Suid-Korea	Catégorie:Vice-président de Corée du Sud
Kategorie:Kultuur in Suid-Afrika	Catégorie:Culture sud-africaine
Kategorie:Kultuur in België	Catégorie:Culture belge
Kategorie:Kultuur in Switserland	Catégorie:Culture suisse
Kategorie:Kultuur in Ysland	Catégorie:Culture islandaise
Kategorie:Kultuur in Azerbeidjan	Catégorie:Culture azérie
Kategorie:Natuur in Suid-Afrika	Catégorie:Environnement en Afrique du Sud
Kategorie:Nedersettings in Gambië	Catégorie:Ville de Gambie
Kategorie:Nedersettings in Rwanda	Catégorie:Ville du Rwanda
Kategorie:Nedersettings in Swaziland	Catégorie:Ville du Swaziland
Kategorie:Nedersettings in Jamaika	Catégorie:Ville de Jamaïque
Kategorie:Nedersettings in Kuba	Catégorie:Ville de Cuba
Kategorie:Berge van Kenia	Catégorie:Montagne du Kenya
Kategorie:Berge van Tanzanië	Catégorie:Montagne de Tanzanie
Kategorie:Eilande van Australië	Catégorie:Île d'Australie
Kategorie:Eilande van Indonesië	Catégorie:Île d'Indonésie
Kategorie:Kultuur in Oostenryk	Catégorie:Culture autrichienne
Kategorie:Nedersettings in Guinee	Catégorie:Ville de Guinée
Kategorie:Kleef	Catégorie:Clèves
Kategorie:Huwelik	Catégorie:Mariage
Kategorie:Verdrae van Swede	Catégorie:Traité de Suède
Kategorie:Skeepswrakke	Catégorie:Épave
Kategorie:Verdrae van Nederland	Catégorie:Traité des Pays-Bas
Kategorie:Landbou in Suid-Afrika	Catégorie:Agriculture en Afrique du Sud
Reformisteparty	Parti réformiste (Afrique du Sud)
Kategorie:Karinthië	Catégorie:Carinthie
Kategorie:Skotland	Catégorie:Écosse
Kategorie:Rekords	Catégorie:Record
Kategorie:Filosofiese werke	Catégorie:Œuvre philosophique
Kategorie:Tale van Nigerië	Catégorie:Langue du Nigeria
Kategorie:Tale van Lesotho	Catégorie:Langue du Lesotho
Kategorie:Tale van Swaziland	Catégorie:Langue du Swaziland
Kategorie:Tale van Swede	Catégorie:Langue de Suède
Kategorie:Tale van Spanje	Catégorie:Langue d'Espagne
Kategorie:Tale van die Verenigde Koninkryk	Catégorie:Langue du Royaume-Uni
Kategorie:Tale van Japan	Catégorie:Langue du Japon
Kategorie:Tale van Zambië	Catégorie:Langue de Zambie
Kategorie:Tale van Zimbabwe	Catégorie:Langue du Zimbabwe
Kategorie:Tale van Taiwan	Catégorie:Langue de Taïwan
Kategorie:Tale van Portugal	Catégorie:Langue du Portugal
Kategorie:Yslandse letterkunde	Catégorie:Littérature islandaise
Rentabiliteit	Rentabilité
Kategorie:Kookboeke	Catégorie:Livre de cuisine
Kategorie:Kaiserslautern	Catégorie:Kaiserslautern
Kategorie:Musiek van Suid-Afrika	Catégorie:Musique sud-africaine
Kategorie:Musiek van Letland	Catégorie:Musique lettonne
Kategorie:Musiek van Litaue	Catégorie:Musique lituanienne
Kategorie:Musiek van Slowakye	Catégorie:Musique slovaque
Kategorie:Musiek van Taiwan	Catégorie:Musique taïwanaise
Kategorie:Noorweegse kookkuns	Catégorie:Gastronomie norvégienne
Kategorie:Deense kookkuns	Catégorie:Gastronomie danoise
Kategorie:Armeense kookkuns	Catégorie:Gastronomie arménienne
Kategorie:Britse kookkuns	Catégorie:Cuisine britannique
Kategorie:Oostenrykse kookkuns	Catégorie:Cuisine autrichienne
Kategorie:Japanse kookkuns	Catégorie:Cuisine japonaise
Kategorie:Boheemse kookkuns	Catégorie:Cuisine tchèque
Kategorie:Chileense kookkuns	Catégorie:Cuisine chilienne
Kategorie:Kanadese kookkuns	Catégorie:Cuisine canadienne
Kategorie:Franse kookkuns	Catégorie:Cuisine française
Kategorie:Wêrelderfenisgebiede in Suid-Afrika	Catégorie:Patrimoine mondial en Afrique du Sud
Kategorie:Wêrelderfenisgebiede in Nederland	Catégorie:Patrimoine mondial aux Pays-Bas
Kategorie:Wêrelderfenisgebiede in Litaue	Catégorie:Patrimoine mondial en Lituanie
Kategorie:Wêrelderfenisgebiede in Marokko	Catégorie:Patrimoine mondial au Maroc
Kategorie:Wêrelderfenisgebiede in België	Catégorie:Patrimoine mondial en Belgique
Kategorie:Wêrelderfenisgebiede in Brasilië	Catégorie:Patrimoine mondial au Brésil
Kategorie:Wêrelderfenisgebiede in Israel	Catégorie:Patrimoine mondial en Israël
Kategorie:Wêrelderfenisgebiede in Peru	Catégorie:Patrimoine mondial au Pérou
Kategorie:Kambrium	Catégorie:Cambrien
Kategorie:Calvinisme	Catégorie:Calvinisme
Kategorie:Kassel	Catégorie:Cassel
Kategorie:Carcassonne	Catégorie:Carcassonne
Kategorie:Paleise in Japan	Catégorie:Palais au Japon
Kategorie:Eudikotiele	Catégorie:Dicotylédones vraies
Kategorie:Rankplante	Catégorie:Plante grimpante
Kategorie:Johannesburg	Catégorie:Johannesburg
Kategorie:Stratigrafie	Catégorie:Stratigraphie
Kategorie:Munisipaliteite in Vlaams-Brabant	Catégorie:Commune de la province du Brabant flamand
Kategorie:Munisipaliteite in die Brusselse Hoofstedelike Gewes	Catégorie:Commune de Bruxelles-Capitale
Kategorie:Lewerike	Catégorie:Alaudidae
Kategorie:Brussel	Catégorie:Bruxelles
Kategorie:Hoofstede in Europa	Catégorie:Capitale européenne
Kategorie:Hoofstede in Asië	Catégorie:Capitale d'Asie
Kategorie:Mese	Catégorie:Paridae
Eichsfeld	Eichsfeld
Kategorie:Piauí	Catégorie:Piauí
Kategorie:Korea-oorlog	Catégorie:Guerre de Corée
Kategorie:Port Elizabeth	Catégorie:Port Elizabeth
Kategorie:Pompe	Catégorie:Pompe
Kategorie:Torings	Catégorie:Tour (construction)
Kategorie:Restaurante	Catégorie:Restaurant
Kategorie:Somaliland	Catégorie:Somaliland
Kategorie:Plioseen	Catégorie:Pliocène
Kategorie:Pleistoseen	Catégorie:Pléistocène
Sjabloon:Liggingkaart Leningrad-oblast	Modèle:Géolocalisation/Oblast de Leningrad
Kategorie:Noord-Ierland	Catégorie:Irlande du Nord
Kategorie:Vlae van die Verenigde State van Amerika	Catégorie:Drapeau des États-Unis
Kategorie:Vlae van Frankryk	Catégorie:Drapeau de France
Kategorie:Proterosoïkum	Catégorie:Protérozoïque
Kategorie:Ruslandsaadjies	Catégorie:Wikipédia:ébauche Russie
Kategorie:Pernambuco	Catégorie:Pernambouc
Kategorie:Straalvinvisse	Catégorie:Poisson à nageoires rayonnées
Kategorie:Lanseerterreine	Catégorie:Site de lancement de missiles
Kategorie:Provinsiehoofstede van Vlaandere	Catégorie:Chef-lieu de Flandre
Kategorie:Paleoseen	Catégorie:Paléocène
Kategorie:Nasionale parke van Zimbabwe	Catégorie:Parc national du Zimbabwe
Kategorie:Parke in Londen	Catégorie:Parc de Londres
Sjabloon:Landdata Alberta	Modèle:Country data Alberta
Sjabloon:Liggingkaart Essex	Modèle:Géolocalisation/Essex
Kategorie:Paraná	Catégorie:Paraná
Kategorie:Paraíba	Catégorie:Paraíba
Kategorie:Pará	Catégorie:Pará
Kategorie:Poolse argitekte	Catégorie:Architecte polonais
Kategorie:Wikiprojekte	Catégorie:Projet de maintenance
Kategorie:Wicca	Catégorie:Wicca
Kategorie:Windhoek	Catégorie:Windhoek
Kategorie:Wuppertal	Catégorie:Wuppertal
Hermann Wilhelm Rudolf Marloth	Hermann Wilhelm Rudolf Marloth
Kategorie:Balsporte	Catégorie:Jeu de balle et ballon
Kategorie:Banke	Catégorie:Banque
Kategorie:Sport in Sydney	Catégorie:Sport à Sydney
Sadiola Hill Goudmyn	Mine de Sadiola
Kategorie:Musiekwebwerwe	Catégorie:Site web musical
Kategorie:Hyundai	Catégorie:Hyundai
Kategorie:Hispaniola	Catégorie:Hispaniola
Kategorie:Egiptiese hiërogliewe	Catégorie:Hiéroglyphe égyptien
Kategorie:Honolulu	Catégorie:Honolulu
Kategorie:Homofobie	Catégorie:Homophobie
Diens	Service (économie)
Kategorie:Swemafrigters	Catégorie:Entraîneur de natation
Kategorie:Tale van Brasilië	Catégorie:Langue du Brésil
Kategorie:Musiek van Swede	Catégorie:Musique suédoise
Kategorie:Musiek van Finland	Catégorie:Musique finlandaise
Kategorie:Suid-Afrikaanse kookkuns	Catégorie:Gastronomie sud-africaine
Kategorie:Switserse kookkuns	Catégorie:Gastronomie suisse
Kategorie:Iranse kookkuns	Catégorie:Gastronomie iranienne
Kategorie:Noorse kunstenaars	Catégorie:Artiste norvégien
Kategorie:Duitse kunstenaars	Catégorie:Artiste allemand
Kategorie:Sonsverduistering	Catégorie:Éclipse solaire
Kategorie:Hannover	Catégorie:Hanovre
Kategorie:Hamm	Catégorie:Hamm
Kategorie:Watervalle van Suid-Afrika	Catégorie:Chute d'eau d'Afrique du Sud
Kategorie:Holden	Catégorie:Holden
Hiërapolis	Hiérapolis
Kategorie:Hidroëlektrisiteit	Catégorie:Énergie hydroélectrique
Kategorie:Volksrepubliek van Sjina	Catégorie:République populaire de Chine
Kategorie:Elsies	Catégorie:Recurvirostridae
Kategorie:Deelstate van Indië	Catégorie:État ou territoire de l'Inde
Kategorie:Skryfgereedskap	Catégorie:Matériel d'écriture
Segar Bastard	Segar Bastard
Kategorie:Voormalige monargieë	Catégorie:Ancienne monarchie
Kategorie:Bremen	Catégorie:Brême
Kategorie:Nasionale simbole van Japan	Catégorie:Symbole du Japon
Kategorie:Nelspruit	Catégorie:Nelspruit
Kategorie:Natuurlike satelliete	Catégorie:Satellite naturel
Kategorie:Kategorieteorie	Catégorie:Théorie des catégories
Kategorie:Perdagtiges	Catégorie:Equidae
Kategorie:Etimologie	Catégorie:Étymologie
Kategorie:Nancy	Catégorie:Nancy
Kategorie:Ammunisie	Catégorie:Munition
Kategorie:Katalonië	Catégorie:Catalogne
Kategorie:Tropiese vrugte	Catégorie:Fruit tropical
Kategorie:Middeleeue	Catégorie:Moyen Âge
Kategorie:Politieke partye in Duitsland	Catégorie:Parti politique allemand
Kategorie:Montpellier	Catégorie:Montpellier
Kategorie:Münster	Catégorie:Münster
Kategorie:Seë van Europa	Catégorie:Mer d'Europe
Kategorie:Draakvisse	Catégorie:Chimaeriforme
Kategorie:Irannese musici	Catégorie:Musicien iranien
Sjabloon:Liggingkaart Moermansk-oblast	Modèle:Géolocalisation/Oblast de Mourmansk
Kategorie:Museums in Litaue	Catégorie:Musée en Lituanie
Kategorie:Vroulike Wikipediane	Catégorie:Utilisateur femme
Kategorie:Spaanse ontdekkingsreisigers	Catégorie:Explorateur espagnol
Panathinaikos	Panathinaïkos
Kategorie:Museums in Suid-Afrika	Catégorie:Musée en Afrique du Sud
Sjabloon:Liggingkaart Norfolk	Modèle:Géolocalisation/Norfolk
Kategorie:Europese monargieë	Catégorie:Monarchie européenne
Sjabloon:Liggingkaart Rutland	Modèle:Géolocalisation/Rutland
Sjabloon:Liggingkaart Staffordshire	Modèle:Géolocalisation/Staffordshire
Kategorie:Motorfietsvervaardigers	Catégorie:Constructeur motocycle
Kategorie:Knaagdiere	Catégorie:Rongeur
Kategorie:Klankingenieurs	Catégorie:Ingénieur du son
Sjabloon:US patent	Modèle:US patent
Kategorie:Nedersettings in Senegal	Catégorie:Village du Sénégal
Sjabloon:Navigasie tydsones	Modèle:Palette Fuseaux horaires
Kategorie:Eerste Dames van Pole	Catégorie:Première dame de Pologne
Kategorie:Memphis	Catégorie:Memphis (Tennessee)
Kategorie:Frankryk geografie saadjies	Catégorie:Wikipédia:ébauche géographie de la France
Kategorie:Universiteit van Pretoria	Catégorie:Université de Pretoria
Kategorie:Suid-Afrikaanse universiteite	Catégorie:Université sud-africaine
Kategorie:Andaman- en Nicobar-eilande	Catégorie:Andaman et Nicobar
Uit Afrika-teorie	Origine africaine de l'homme moderne
Kategorie:Veldslae tydens die Anglo-Zoeloe-oorlog	Catégorie:Bataille de la guerre anglo-zouloue
Kategorie:Anglo-Zoeloe-oorlog	Catégorie:Guerre anglo-zouloue
Sjabloon:Wêrelderfenisgebiede in Rusland	Modèle:Palette Patrimoine mondial en Russie
Kategorie:Huis van Rjoerik	Catégorie:Riourikides
Kategorie:Belgiese sokkerligas	Catégorie:Compétition de football en Belgique
Kategorie:Dokumentêre rolprente	Catégorie:Film documentaire
Kategorie:Belgiese strokiesprentkunstenaars	Catégorie:Auteur belge de bande dessinée
Kategorie:Meeue	Catégorie:Laridae
Sjabloon:H:titel	Modèle:H:title
Kategorie:Kennisbestuur	Catégorie:Ingénierie des connaissances
Kategorie:Suid-Afrikaanse sakeondernemings	Catégorie:Entreprise ayant son siège en Afrique du Sud
Kategorie:Litause maatskappye	Catégorie:Entreprise ayant son siège en Lituanie
Kategorie:Duitse skole	Catégorie:École en Allemagne
Kategorie:Skole	Catégorie:École
Kategorie:Belgiese sokkerklubs	Catégorie:Club belge de football
Kategorie:Mayotte	Catégorie:Mayotte
Kategorie:Hofsake	Catégorie:Affaire judiciaire
Kategorie:Kanadese televisiereekse	Catégorie:Série télévisée canadienne
Kategorie:Franse televisiereekse	Catégorie:Série télévisée française
Kategorie:Duitse televisiereekse	Catégorie:Série télévisée allemande
Kategorie:Brasília	Catégorie:Brasilia
Kategorie:Mainz	Catégorie:Mayence
Kategorie:Maastricht	Catégorie:Maastricht
Kategorie:Maranhão	Catégorie:Maranhão
Kategorie:Mato Grosso do Sul	Catégorie:Mato Grosso do Sul
Kategorie:Mato Grosso	Catégorie:Mato Grosso
Kategorie:Lake Placid	Catégorie:Lake Placid (New York)
Kategorie:Lillehammer	Catégorie:Lillehammer
Kategorie:Leeds	Catégorie:Leeds
Kategorie:Libertynisme	Catégorie:Libertarianisme
Kategorie:Belgiese beeldhouers	Catégorie:Sculpteur belge
Kategorie:LiveCD	Catégorie:Live CD
